Order,Seasonal_Order,Score
"(1, 0, 0)","(0, 0, 0, 4)",0.003956096003879604
"(1, 0, 0)","(0, 0, 1, 4)",0.0038992386969924873
"(1, 0, 0)","(0, 0, 2, 4)",0.003915576092600921
"(1, 0, 0)","(0, 0, 3, 4)",0.003809443704618655
"(1, 0, 0)","(0, 1, 0, 4)",0.006005968279238503
"(1, 0, 0)","(0, 1, 1, 4)",0.004280644896176073
"(1, 0, 0)","(0, 1, 2, 4)",0.003995450303176665
"(1, 0, 0)","(0, 1, 3, 4)",0.004184684041337694
"(1, 0, 0)","(0, 2, 0, 4)",0.02617726412848371
"(1, 0, 0)","(0, 2, 1, 4)",0.006336674887531068
"(1, 0, 0)","(0, 2, 2, 4)",0.0030604982590833616
"(1, 0, 0)","(0, 2, 3, 4)",0.0035239033080230768
"(1, 0, 0)","(0, 3, 0, 4)",0.07423642866498553
"(1, 0, 0)","(0, 3, 1, 4)",0.012886639537661526
"(1, 0, 0)","(0, 3, 2, 4)",0.006563589549434518
"(1, 0, 0)","(0, 3, 3, 4)",0.00877952455416752
"(1, 0, 0)","(1, 0, 0, 4)",0.003884255914397783
"(1, 0, 0)","(1, 0, 1, 4)",0.0038530965858925618
"(1, 0, 0)","(1, 0, 2, 4)",0.003829799000145885
"(1, 0, 0)","(1, 0, 3, 4)",0.0035854319590250565
"(1, 0, 0)","(1, 1, 0, 4)",0.003920860224411354
"(1, 0, 0)","(1, 1, 1, 4)",0.0038637009531343252
"(1, 0, 0)","(1, 1, 2, 4)",0.004081110048738633
"(1, 0, 0)","(1, 1, 3, 4)",0.003863660785584393
"(1, 0, 0)","(1, 2, 0, 4)",0.010146957463053134
"(1, 0, 0)","(1, 2, 1, 4)",0.004163037862437104
"(1, 0, 0)","(1, 2, 2, 4)",0.003491552157057953
"(1, 0, 0)","(1, 2, 3, 4)",0.003582599327035858
"(1, 0, 0)","(1, 3, 0, 4)",0.0402797062371761
"(1, 0, 0)","(1, 3, 1, 4)",0.028759622426693165
"(1, 0, 0)","(1, 3, 2, 4)",0.014467486039339316
"(1, 0, 0)","(1, 3, 3, 4)",0.008815148496891084
"(1, 0, 0)","(2, 0, 0, 4)",0.003552553673187153
"(1, 0, 0)","(2, 0, 1, 4)",0.0037748054128551346
"(1, 0, 0)","(2, 0, 2, 4)",0.003974269790551699
"(1, 0, 0)","(2, 0, 3, 4)",0.003786699497169698
"(1, 0, 0)","(2, 1, 0, 4)",0.0032297120522387403
"(1, 0, 0)","(2, 1, 1, 4)",0.00410252956407754
"(1, 0, 0)","(2, 1, 2, 4)",0.003981085126924118
"(1, 0, 0)","(2, 1, 3, 4)",0.0038767967857407993
"(1, 0, 0)","(2, 2, 0, 4)",0.005566621449482579
"(1, 0, 0)","(2, 2, 1, 4)",0.0027660436518837468
"(1, 0, 0)","(2, 2, 2, 4)",0.0038461854993219824
"(1, 0, 0)","(2, 2, 3, 4)",0.0030937747595942296
"(1, 0, 0)","(2, 3, 0, 4)",0.03334170602621491
"(1, 0, 0)","(2, 3, 1, 4)",0.014386286887583746
"(1, 0, 0)","(2, 3, 2, 4)",0.015197884690546032
"(1, 0, 0)","(2, 3, 3, 4)",0.014850456606269009
"(1, 0, 0)","(3, 0, 0, 4)",0.0030526031071935874
"(1, 0, 0)","(3, 0, 1, 4)",0.004265931348627604
"(1, 0, 0)","(3, 0, 2, 4)",1.0
"(1, 0, 0)","(3, 0, 3, 4)",0.0048517116580122695
"(1, 0, 0)","(3, 1, 0, 4)",0.0026577363104056963
"(1, 0, 0)","(3, 1, 1, 4)",0.004045688579289714
"(1, 0, 0)","(3, 1, 2, 4)",0.0038729389029311966
"(1, 0, 0)","(3, 1, 3, 4)",0.003810862365243896
"(1, 0, 0)","(3, 2, 0, 4)",0.005792953625228322
"(1, 0, 0)","(3, 2, 1, 4)",0.004115648587517611
"(1, 0, 0)","(3, 2, 2, 4)",0.003227978555982307
"(1, 0, 0)","(3, 2, 3, 4)",0.00381997242368326
"(1, 0, 0)","(3, 3, 0, 4)",0.03248338335953025
"(1, 0, 0)","(3, 3, 1, 4)",0.013650832041319946
"(1, 0, 0)","(3, 3, 2, 4)",0.01511477230928516
"(1, 0, 0)","(3, 3, 3, 4)",0.01548136196934305
"(1, 0, 1)","(0, 0, 0, 4)",0.003984820246364206
"(1, 0, 1)","(0, 0, 1, 4)",0.003914046621402005
"(1, 0, 1)","(0, 0, 2, 4)",0.004886195862565322
"(1, 0, 1)","(0, 0, 3, 4)",0.007949196570664407
"(1, 0, 1)","(0, 1, 0, 4)",0.00598438544965152
"(1, 0, 1)","(0, 1, 1, 4)",0.0038789304099800096
"(1, 0, 1)","(0, 1, 2, 4)",0.0038893528872592257
"(1, 0, 1)","(0, 1, 3, 4)",0.0039612727291799725
"(1, 0, 1)","(0, 2, 0, 4)",0.023996777764655423
"(1, 0, 1)","(0, 2, 1, 4)",0.006327506097582548
"(1, 0, 1)","(0, 2, 2, 4)",0.0030228356390502253
"(1, 0, 1)","(0, 2, 3, 4)",0.0032980820646552416
"(1, 0, 1)","(0, 3, 0, 4)",0.057694258786986675
"(1, 0, 1)","(0, 3, 1, 4)",0.013051072170047178
"(1, 0, 1)","(0, 3, 2, 4)",0.005742824072883079
"(1, 0, 1)","(0, 3, 3, 4)",0.015530037613738223
"(1, 0, 1)","(1, 0, 0, 4)",0.011147054681818872
"(1, 0, 1)","(1, 0, 1, 4)",0.004097044896393784
"(1, 0, 1)","(1, 0, 2, 4)",0.003545688322105106
"(1, 0, 1)","(1, 0, 3, 4)",0.003932228600756654
"(1, 0, 1)","(1, 1, 0, 4)",0.0039400302226785
"(1, 0, 1)","(1, 1, 1, 4)",0.003909955976098783
"(1, 0, 1)","(1, 1, 2, 4)",0.004019394016790771
"(1, 0, 1)","(1, 1, 3, 4)",0.004165530202519096
"(1, 0, 1)","(1, 2, 0, 4)",0.008940917162681467
"(1, 0, 1)","(1, 2, 1, 4)",0.004158664019670136
"(1, 0, 1)","(1, 2, 2, 4)",0.0021618609727161063
"(1, 0, 1)","(1, 2, 3, 4)",0.0035259383615213755
"(1, 0, 1)","(1, 3, 0, 4)",0.039524132364199785
"(1, 0, 1)","(1, 3, 1, 4)",0.016002557189870197
"(1, 0, 1)","(1, 3, 2, 4)",0.014445065401527252
"(1, 0, 1)","(1, 3, 3, 4)",0.011836981149210843
"(1, 0, 1)","(2, 0, 0, 4)",0.0033483643138232885
"(1, 0, 1)","(2, 0, 1, 4)",0.004174828707358797
"(1, 0, 1)","(2, 0, 2, 4)",0.0037559313175913244
"(1, 0, 1)","(2, 0, 3, 4)",0.002996448546243113
"(1, 0, 1)","(2, 1, 0, 4)",0.003179007012936063
"(1, 0, 1)","(2, 1, 1, 4)",0.0039855975676121435
"(1, 0, 1)","(2, 1, 2, 4)",0.004619217847448775
"(1, 0, 1)","(2, 1, 3, 4)",0.00409285118584532
"(1, 0, 1)","(2, 2, 0, 4)",0.005431049678336594
"(1, 0, 1)","(2, 2, 1, 4)",0.003546460932028009
"(1, 0, 1)","(2, 2, 2, 4)",0.0036999089367983065
"(1, 0, 1)","(2, 2, 3, 4)",0.0030951405189988054
"(1, 0, 1)","(2, 3, 0, 4)",0.033582065680449344
"(1, 0, 1)","(2, 3, 1, 4)",0.02001607560873818
"(1, 0, 1)","(2, 3, 2, 4)",0.015666740933117422
"(1, 0, 1)","(2, 3, 3, 4)",0.013709862672957415
"(1, 0, 1)","(3, 0, 0, 4)",0.003579317925783125
"(1, 0, 1)","(3, 0, 1, 4)",0.003540875055205503
"(1, 0, 1)","(3, 0, 2, 4)",0.003962097231802784
"(1, 0, 1)","(3, 0, 3, 4)",1.0
"(1, 0, 1)","(3, 1, 0, 4)",0.0025711332505647163
"(1, 0, 1)","(3, 1, 1, 4)",0.00367793128795287
"(1, 0, 1)","(3, 1, 2, 4)",0.0033654824502429826
"(1, 0, 1)","(3, 1, 3, 4)",0.004135997829140007
"(1, 0, 1)","(3, 2, 0, 4)",0.005821282891045605
"(1, 0, 1)","(3, 2, 1, 4)",0.003942476637013295
"(1, 0, 1)","(3, 2, 2, 4)",0.0029081473878597936
"(1, 0, 1)","(3, 2, 3, 4)",0.0032786804481386143
"(1, 0, 1)","(3, 3, 0, 4)",0.0316319537241319
"(1, 0, 1)","(3, 3, 1, 4)",0.012374284101490579
"(1, 0, 1)","(3, 3, 2, 4)",0.01554100622017952
"(1, 0, 1)","(3, 3, 3, 4)",0.015417145875968813
"(1, 0, 2)","(0, 0, 0, 4)",0.004021589769427006
"(1, 0, 2)","(0, 0, 1, 4)",0.003676165478641525
"(1, 0, 2)","(0, 0, 2, 4)",0.007901009304165183
"(1, 0, 2)","(0, 0, 3, 4)",0.004687690031530068
"(1, 0, 2)","(0, 1, 0, 4)",0.004233267509787777
"(1, 0, 2)","(0, 1, 1, 4)",0.003993734175136416
"(1, 0, 2)","(0, 1, 2, 4)",0.004064215311935503
"(1, 0, 2)","(0, 1, 3, 4)",0.003391408604446089
"(1, 0, 2)","(0, 2, 0, 4)",0.015248267048403586
"(1, 0, 2)","(0, 2, 1, 4)",0.004329978458119783
"(1, 0, 2)","(0, 2, 2, 4)",0.00186627438041247
"(1, 0, 2)","(0, 2, 3, 4)",0.003527257820937537
"(1, 0, 2)","(0, 3, 0, 4)",0.036765563869244386
"(1, 0, 2)","(0, 3, 1, 4)",0.015310367526801422
"(1, 0, 2)","(0, 3, 2, 4)",0.007069550792742893
"(1, 0, 2)","(0, 3, 3, 4)",0.00794367804421433
"(1, 0, 2)","(1, 0, 0, 4)",0.008405904356049898
"(1, 0, 2)","(1, 0, 1, 4)",0.0029501472325257523
"(1, 0, 2)","(1, 0, 2, 4)",0.002925759996263657
"(1, 0, 2)","(1, 0, 3, 4)",0.002225315247308978
"(1, 0, 2)","(1, 1, 0, 4)",0.00404153908593135
"(1, 0, 2)","(1, 1, 1, 4)",0.004011399534775044
"(1, 0, 2)","(1, 1, 2, 4)",0.0041502874809769595
"(1, 0, 2)","(1, 1, 3, 4)",0.004556490351619609
"(1, 0, 2)","(1, 2, 0, 4)",0.006807221147460782
"(1, 0, 2)","(1, 2, 1, 4)",0.00412496313436219
"(1, 0, 2)","(1, 2, 2, 4)",0.0032154209127187123
"(1, 0, 2)","(1, 2, 3, 4)",0.003504036030403471
"(1, 0, 2)","(1, 3, 0, 4)",0.036577335477854606
"(1, 0, 2)","(1, 3, 1, 4)",0.018848050110558137
"(1, 0, 2)","(1, 3, 2, 4)",0.014418247135681342
"(1, 0, 2)","(1, 3, 3, 4)",0.010522701841062135
"(1, 0, 2)","(2, 0, 0, 4)",0.0029154641202527023
"(1, 0, 2)","(2, 0, 1, 4)",0.0034736893266996477
"(1, 0, 2)","(2, 0, 2, 4)",0.004129804412775875
"(1, 0, 2)","(2, 0, 3, 4)",0.0036801645221059753
"(1, 0, 2)","(2, 1, 0, 4)",0.003279888389897353
"(1, 0, 2)","(2, 1, 1, 4)",0.0037358115637835193
"(1, 0, 2)","(2, 1, 2, 4)",0.00426571051487152
"(1, 0, 2)","(2, 1, 3, 4)",0.00499609280183067
"(1, 0, 2)","(2, 2, 0, 4)",0.005437997229359534
"(1, 0, 2)","(2, 2, 1, 4)",0.003392275443024498
"(1, 0, 2)","(2, 2, 2, 4)",0.0035642474976317054
"(1, 0, 2)","(2, 2, 3, 4)",0.0022052400965333705
"(1, 0, 2)","(2, 3, 0, 4)",0.03292583394018843
"(1, 0, 2)","(2, 3, 1, 4)",0.019168638650797758
"(1, 0, 2)","(2, 3, 2, 4)",0.01527464211236775
"(1, 0, 2)","(2, 3, 3, 4)",0.014150425207686257
"(1, 0, 2)","(3, 0, 0, 4)",0.003347803554048935
"(1, 0, 2)","(3, 0, 1, 4)",0.0033352133688500235
"(1, 0, 2)","(3, 0, 2, 4)",0.004466591087672091
"(1, 0, 2)","(3, 0, 3, 4)",1.0
"(1, 0, 2)","(3, 1, 0, 4)",0.0025889105679448533
"(1, 0, 2)","(3, 1, 1, 4)",0.0036597108955951758
"(1, 0, 2)","(3, 1, 2, 4)",0.0040539523000587534
"(1, 0, 2)","(3, 1, 3, 4)",0.004781889842054269
"(1, 0, 2)","(3, 2, 0, 4)",0.005894994097480697
"(1, 0, 2)","(3, 2, 1, 4)",0.0027341388013176144
"(1, 0, 2)","(3, 2, 2, 4)",0.0031817489180865272
"(1, 0, 2)","(3, 2, 3, 4)",0.003445018747190478
"(1, 0, 2)","(3, 3, 0, 4)",0.032918117897557914
"(1, 0, 2)","(3, 3, 1, 4)",0.015791670488786477
"(1, 0, 2)","(3, 3, 2, 4)",0.01649998522446937
"(1, 0, 2)","(3, 3, 3, 4)",0.01612946094418491
"(1, 1, 0)","(0, 0, 0, 4)",0.003984339770557485
"(1, 1, 0)","(0, 0, 1, 4)",0.003927026286111464
"(1, 1, 0)","(0, 0, 2, 4)",0.003968244737095617
"(1, 1, 0)","(0, 0, 3, 4)",0.003819155609828493
"(1, 1, 0)","(0, 1, 0, 4)",0.013743189287516128
"(1, 1, 0)","(0, 1, 1, 4)",0.004134432168225992
"(1, 1, 0)","(0, 1, 2, 4)",0.0040737365855722995
"(1, 1, 0)","(0, 1, 3, 4)",0.004119298194242516
"(1, 1, 0)","(0, 2, 0, 4)",0.24231584109659834
"(1, 1, 0)","(0, 2, 1, 4)",0.013786228123010696
"(1, 1, 0)","(0, 2, 2, 4)",0.0031737173952337923
"(1, 1, 0)","(0, 2, 3, 4)",0.002984114589273044
"(1, 1, 0)","(0, 3, 0, 4)",0.6569432459575018
"(1, 1, 0)","(0, 3, 1, 4)",0.06929457624135504
"(1, 1, 0)","(0, 3, 2, 4)",0.015045065751662529
"(1, 1, 0)","(0, 3, 3, 4)",0.01573432756908497
"(1, 1, 0)","(1, 0, 0, 4)",0.003923830072872655
"(1, 1, 0)","(1, 0, 1, 4)",0.003942208277218116
"(1, 1, 0)","(1, 0, 2, 4)",0.003963086304379684
"(1, 1, 0)","(1, 0, 3, 4)",0.0038773574704595885
"(1, 1, 0)","(1, 1, 0, 4)",0.0034246504073045343
"(1, 1, 0)","(1, 1, 1, 4)",0.004077208351215856
"(1, 1, 0)","(1, 1, 2, 4)",0.0042108907513110656
"(1, 1, 0)","(1, 1, 3, 4)",0.0038628130443074038
"(1, 1, 0)","(1, 2, 0, 4)",0.07165161269517839
"(1, 1, 0)","(1, 2, 1, 4)",0.0034123106221648214
"(1, 1, 0)","(1, 2, 2, 4)",0.003006094776875831
"(1, 1, 0)","(1, 2, 3, 4)",0.0034699265135916856
"(1, 1, 0)","(1, 3, 0, 4)",0.19095548278281205
"(1, 1, 0)","(1, 3, 1, 4)",0.02714756412517317
"(1, 1, 0)","(1, 3, 2, 4)",0.026552158991658182
"(1, 1, 0)","(1, 3, 3, 4)",0.01625474448097296
"(1, 1, 0)","(2, 0, 0, 4)",0.003961017592012029
"(1, 1, 0)","(2, 0, 1, 4)",0.003967499929971656
"(1, 1, 0)","(2, 0, 2, 4)",0.004018755037423072
"(1, 1, 0)","(2, 0, 3, 4)",0.0038545102089743094
"(1, 1, 0)","(2, 1, 0, 4)",0.003940556666902887
"(1, 1, 0)","(2, 1, 1, 4)",0.0041028642720194585
"(1, 1, 0)","(2, 1, 2, 4)",0.004119643309422874
"(1, 1, 0)","(2, 1, 3, 4)",0.00404768971136916
"(1, 1, 0)","(2, 2, 0, 4)",0.03593995907219273
"(1, 1, 0)","(2, 2, 1, 4)",0.003934656003374419
"(1, 1, 0)","(2, 2, 2, 4)",0.0034975499827669594
"(1, 1, 0)","(2, 2, 3, 4)",0.0034428810359518024
"(1, 1, 0)","(2, 3, 0, 4)",0.11637679006353492
"(1, 1, 0)","(2, 3, 1, 4)",0.026867177828024162
"(1, 1, 0)","(2, 3, 2, 4)",0.02690977670913136
"(1, 1, 0)","(2, 3, 3, 4)",0.02621815597861719
"(1, 1, 0)","(3, 0, 0, 4)",0.003854144797602421
"(1, 1, 0)","(3, 0, 1, 4)",0.0038716298914581947
"(1, 1, 0)","(3, 0, 2, 4)",0.003715855211629932
"(1, 1, 0)","(3, 0, 3, 4)",0.0035816886121531172
"(1, 1, 0)","(3, 1, 0, 4)",0.004700865158267266
"(1, 1, 0)","(3, 1, 1, 4)",0.003428083347186964
"(1, 1, 0)","(3, 1, 2, 4)",0.0040640288544764504
"(1, 1, 0)","(3, 1, 3, 4)",0.003981703695102908
"(1, 1, 0)","(3, 2, 0, 4)",0.016281228001831766
"(1, 1, 0)","(3, 2, 1, 4)",0.006614218294661138
"(1, 1, 0)","(3, 2, 2, 4)",0.003977900804248881
"(1, 1, 0)","(3, 2, 3, 4)",0.0032319634992123746
"(1, 1, 0)","(3, 3, 0, 4)",0.08853718086827028
"(1, 1, 0)","(3, 3, 1, 4)",0.025444513838656292
"(1, 1, 0)","(3, 3, 2, 4)",0.026395349926723495
"(1, 1, 0)","(3, 3, 3, 4)",0.028128580043444307
"(1, 1, 1)","(0, 0, 0, 4)",0.003990799748539548
"(1, 1, 1)","(0, 0, 1, 4)",0.003936139376883874
"(1, 1, 1)","(0, 0, 2, 4)",0.003976995437245075
"(1, 1, 1)","(0, 0, 3, 4)",0.0038335490361459377
"(1, 1, 1)","(0, 1, 0, 4)",0.013009196027654973
"(1, 1, 1)","(0, 1, 1, 4)",0.0041488979720624986
"(1, 1, 1)","(0, 1, 2, 4)",0.003934840562672516
"(1, 1, 1)","(0, 1, 3, 4)",0.003969641469687075
"(1, 1, 1)","(0, 2, 0, 4)",0.24381979826089317
"(1, 1, 1)","(0, 2, 1, 4)",0.005621072273501329
"(1, 1, 1)","(0, 2, 2, 4)",0.00303756957080593
"(1, 1, 1)","(0, 2, 3, 4)",0.0029806369692478253
"(1, 1, 1)","(0, 3, 0, 4)",0.6419028237449909
"(1, 1, 1)","(0, 3, 1, 4)",0.011874718108685994
"(1, 1, 1)","(0, 3, 2, 4)",0.015792215144305677
"(1, 1, 1)","(0, 3, 3, 4)",0.015162296122997073
"(1, 1, 1)","(1, 0, 0, 4)",0.003932191040799001
"(1, 1, 1)","(1, 0, 1, 4)",0.00395704432338827
"(1, 1, 1)","(1, 0, 2, 4)",0.00397870303003285
"(1, 1, 1)","(1, 0, 3, 4)",0.0038887560946317574
"(1, 1, 1)","(1, 1, 0, 4)",0.004180007439288389
"(1, 1, 1)","(1, 1, 1, 4)",0.004046740944641651
"(1, 1, 1)","(1, 1, 2, 4)",0.004220159723129535
"(1, 1, 1)","(1, 1, 3, 4)",0.004084268026860095
"(1, 1, 1)","(1, 2, 0, 4)",0.07447185996831923
"(1, 1, 1)","(1, 2, 1, 4)",0.003034705750831721
"(1, 1, 1)","(1, 2, 2, 4)",0.0036342824901131167
"(1, 1, 1)","(1, 2, 3, 4)",0.0032219763266392878
"(1, 1, 1)","(1, 3, 0, 4)",0.20276305615771428
"(1, 1, 1)","(1, 3, 1, 4)",0.027649250702692446
"(1, 1, 1)","(1, 3, 2, 4)",0.02519912878809557
"(1, 1, 1)","(1, 3, 3, 4)",0.015560782780643215
"(1, 1, 1)","(2, 0, 0, 4)",0.003970663001708945
"(1, 1, 1)","(2, 0, 1, 4)",0.003984234287757997
"(1, 1, 1)","(2, 0, 2, 4)",0.004042027270076612
"(1, 1, 1)","(2, 0, 3, 4)",0.003814807615405443
"(1, 1, 1)","(2, 1, 0, 4)",0.0037811280035154986
"(1, 1, 1)","(2, 1, 1, 4)",0.004069471017461959
"(1, 1, 1)","(2, 1, 2, 4)",0.004136945326237219
"(1, 1, 1)","(2, 1, 3, 4)",0.0040661431220528526
"(1, 1, 1)","(2, 2, 0, 4)",0.00492167064368494
"(1, 1, 1)","(2, 2, 1, 4)",0.003720361499745542
"(1, 1, 1)","(2, 2, 2, 4)",0.0035754078205008236
"(1, 1, 1)","(2, 2, 3, 4)",0.0034153877043724156
"(1, 1, 1)","(2, 3, 0, 4)",0.025903261011216438
"(1, 1, 1)","(2, 3, 1, 4)",0.026717306750293927
"(1, 1, 1)","(2, 3, 2, 4)",0.026602747677600614
"(1, 1, 1)","(2, 3, 3, 4)",0.028026451268837748
"(1, 1, 1)","(3, 0, 0, 4)",0.0038590582211349552
"(1, 1, 1)","(3, 0, 1, 4)",0.0038792694177844393
"(1, 1, 1)","(3, 0, 2, 4)",0.0035502095360872106
"(1, 1, 1)","(3, 0, 3, 4)",0.0038779306837129603
"(1, 1, 1)","(3, 1, 0, 4)",0.0032388315732768186
"(1, 1, 1)","(3, 1, 1, 4)",0.003953384149937388
"(1, 1, 1)","(3, 1, 2, 4)",0.0038117481619250534
"(1, 1, 1)","(3, 1, 3, 4)",0.004065429125816688
"(1, 1, 1)","(3, 2, 0, 4)",0.01600256482563515
"(1, 1, 1)","(3, 2, 1, 4)",0.005133156499811602
"(1, 1, 1)","(3, 2, 2, 4)",0.0038540298629107113
"(1, 1, 1)","(3, 2, 3, 4)",0.0032178187551909106
"(1, 1, 1)","(3, 3, 0, 4)",0.08855514733536533
"(1, 1, 1)","(3, 3, 1, 4)",0.024987367104581985
"(1, 1, 1)","(3, 3, 2, 4)",0.026555737469606617
"(1, 1, 1)","(3, 3, 3, 4)",0.028009950925354465
"(1, 1, 2)","(0, 0, 0, 4)",0.003984727706588666
"(1, 1, 2)","(0, 0, 1, 4)",0.003949507686070779
"(1, 1, 2)","(0, 0, 2, 4)",0.003981248709339901
"(1, 1, 2)","(0, 0, 3, 4)",0.003831499648447528
"(1, 1, 2)","(0, 1, 0, 4)",0.008518682393033883
"(1, 1, 2)","(0, 1, 1, 4)",0.004211953128963294
"(1, 1, 2)","(0, 1, 2, 4)",0.004128675259768859
"(1, 1, 2)","(0, 1, 3, 4)",0.004078095522862973
"(1, 1, 2)","(0, 2, 0, 4)",0.03058703085613359
"(1, 1, 2)","(0, 2, 1, 4)",0.008233273047574421
"(1, 1, 2)","(0, 2, 2, 4)",0.0030241344731214265
"(1, 1, 2)","(0, 2, 3, 4)",0.002988741645951326
"(1, 1, 2)","(0, 3, 0, 4)",0.057898108418862004
"(1, 1, 2)","(0, 3, 1, 4)",0.02730340393468327
"(1, 1, 2)","(0, 3, 2, 4)",0.015451652229253699
"(1, 1, 2)","(0, 3, 3, 4)",0.014645807832926457
"(1, 1, 2)","(1, 0, 0, 4)",0.003951562411044725
"(1, 1, 2)","(1, 0, 1, 4)",0.003968857452578723
"(1, 1, 2)","(1, 0, 2, 4)",0.004031480855488624
"(1, 1, 2)","(1, 0, 3, 4)",0.003877953491012729
"(1, 1, 2)","(1, 1, 0, 4)",0.002586426433178166
"(1, 1, 2)","(1, 1, 1, 4)",0.004108525835667662
"(1, 1, 2)","(1, 1, 2, 4)",0.004222049068296402
"(1, 1, 2)","(1, 1, 3, 4)",0.0038946386186956656
"(1, 1, 2)","(1, 2, 0, 4)",0.049123432665343525
"(1, 1, 2)","(1, 2, 1, 4)",0.0028320487526872704
"(1, 1, 2)","(1, 2, 2, 4)",0.003026260275205986
"(1, 1, 2)","(1, 2, 3, 4)",0.0027883779699749297
"(1, 1, 2)","(1, 3, 0, 4)",0.16984061780353893
"(1, 1, 2)","(1, 3, 1, 4)",0.027072686348236574
"(1, 1, 2)","(1, 3, 2, 4)",0.02300391602398321
"(1, 1, 2)","(1, 3, 3, 4)",0.014516115189483533
"(1, 1, 2)","(2, 0, 0, 4)",0.003987809123180908
"(1, 1, 2)","(2, 0, 1, 4)",0.004001560413834889
"(1, 1, 2)","(2, 0, 2, 4)",0.004036947735896341
"(1, 1, 2)","(2, 0, 3, 4)",0.0038695935697721172
"(1, 1, 2)","(2, 1, 0, 4)",0.0038309367027373033
"(1, 1, 2)","(2, 1, 1, 4)",0.0039431937658
"(1, 1, 2)","(2, 1, 2, 4)",0.004168679917396877
"(1, 1, 2)","(2, 1, 3, 4)",0.004053609855697237
"(1, 1, 2)","(2, 2, 0, 4)",0.03466245214783496
"(1, 1, 2)","(2, 2, 1, 4)",0.003790989786083
"(1, 1, 2)","(2, 2, 2, 4)",0.0033803216267685662
"(1, 1, 2)","(2, 2, 3, 4)",0.0036185222258725003
"(1, 1, 2)","(2, 3, 0, 4)",0.11579159954458747
"(1, 1, 2)","(2, 3, 1, 4)",0.026308012036445817
"(1, 1, 2)","(2, 3, 2, 4)",0.026869942288778276
"(1, 1, 2)","(2, 3, 3, 4)",0.026177529617950758
"(1, 1, 2)","(3, 0, 0, 4)",0.00386779254675211
"(1, 1, 2)","(3, 0, 1, 4)",0.0038868528762872833
"(1, 1, 2)","(3, 0, 2, 4)",0.0037689844070336017
"(1, 1, 2)","(3, 0, 3, 4)",0.0035820521647037923
"(1, 1, 2)","(3, 1, 0, 4)",0.004614638475810685
"(1, 1, 2)","(3, 1, 1, 4)",0.0037868649135033836
"(1, 1, 2)","(3, 1, 2, 4)",0.004022577288085328
"(1, 1, 2)","(3, 1, 3, 4)",0.003914145029833509
"(1, 1, 2)","(3, 2, 0, 4)",0.01268269634885556
"(1, 1, 2)","(3, 2, 1, 4)",0.008609481649459563
"(1, 1, 2)","(3, 2, 2, 4)",0.003804503117474082
"(1, 1, 2)","(3, 2, 3, 4)",0.0033378500597623316
"(1, 1, 2)","(3, 3, 0, 4)",0.08764533612402117
"(1, 1, 2)","(3, 3, 1, 4)",0.019321723263175834
"(1, 1, 2)","(3, 3, 2, 4)",0.026585805422854197
